map,energy,population_deviation,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,reock,polsby_popper,county_splitting,district_splitting,proportionality,competitiveness,minority,compactness,splitting
033_555,1464808.320150,0.005000,0.494300,0.047200,7,0.500000,6.339400,0.452800,6,0.041500,0.035800,0.023000,0.022200,0.004900,0.021600,0.005000,2.416300,0.012000,0.011600,0.000400,-0.000600,5.411200,0.386500,4.227700,5.411200,0.386500,8.251800,0.572800,0.565300,0.000000,5,7.499800,5,0.490800,0.331300,1.292800,2.053000,79,52,50,77,10
034_556,1459781.452226,0.011200,0.494300,0.021100,7,0.500000,6.705200,0.478900,7,0.015300,0.009600,-0.005400,-0.005000,-0.001100,-0.005200,-0.002700,-0.617500,0.000100,-0.000500,0.000600,-0.007700,5.909000,0.422100,4.628800,5.909000,0.422100,3.682000,0.559400,0.572000,0.000000,5,9.103500,5,0.470900,0.325000,1.289200,2.087500,92,56,50,72,11
035_557,1482781.606532,0.009500,0.494300,0.055600,7,0.500000,6.220900,0.444400,6,0.049900,0.044200,0.032600,0.031200,0.006900,0.030600,0.007300,3.464200,0.011300,0.010800,0.000500,0.001700,5.246400,0.374700,4.025500,5.246400,0.374700,9.731600,0.574400,0.566700,0.000000,5,8.423000,5,0.487500,0.309100,1.304100,2.105900,75,50,50,74,9
036_559,1466993.370445,0.016300,0.494300,0.029600,7,0.500000,6.585300,0.470400,7,0.023900,0.018200,0.007300,0.007400,0.001900,0.007000,0.003200,1.012800,-0.006800,-0.006500,-0.000300,-0.003100,4.930200,0.352200,3.895500,4.930200,0.352200,5.179800,0.566200,0.577100,0.000000,5,6.782800,5,0.487100,0.338400,1.281300,2.000500,88,47,50,78,12
037_560,1490098.836556,0.009000,0.494300,0.032800,7,0.500000,6.540500,0.467200,7,0.027100,0.021400,0.008500,0.008900,0.002100,0.008700,0.003400,1.223000,-0.002100,-0.002100,0.000100,-0.002900,5.426200,0.387600,4.244500,5.426200,0.387600,5.739100,0.566900,0.578400,0.000000,5,7.684300,5,0.469300,0.336700,1.274600,2.027800,86,52,50,74,14
038_561,1485618.509399,0.011400,0.494300,0.047900,7,0.500000,6.330100,0.452100,6,0.042100,0.036400,0.021800,0.021400,0.004500,0.021100,0.006000,2.700100,-0.002400,-0.002600,0.000200,0.000300,6.091800,0.435100,4.558100,6.091800,0.435100,8.368200,0.572700,0.565000,0.000000,5,7.645800,5,0.484700,0.343200,1.271100,2.023400,79,58,50,78,14
039_562,1469378.830609,0.003800,0.494300,0.024800,7,0.500000,6.652200,0.475200,6,0.019100,0.013400,-0.004800,-0.004400,-0.000900,-0.004500,-0.001900,-0.322200,-0.002600,-0.002900,0.000300,-0.006800,6.669600,0.476400,5.186200,6.669600,0.476400,4.343800,0.563500,0.558100,0.000000,5,8.249800,5,0.460700,0.316600,1.296200,2.100600,90,64,50,69,10
040_563,1467414.274963,0.007700,0.494300,0.063800,7,0.500000,6.107500,0.436200,7,0.058000,0.052300,0.037800,0.036600,0.007400,0.036100,0.009200,4.463100,0.005700,0.005500,0.000200,0.004300,6.062000,0.433000,4.541000,6.062000,0.433000,11.148800,0.563000,0.574900,0.000000,5,8.278800,5,0.493500,0.327500,1.280700,2.004700,71,58,50,77,12
041_564,1659154.269604,0.017800,0.494300,0.038400,7,0.500000,6.462400,0.461600,7,0.032700,0.027000,0.011800,0.012400,0.002700,0.012300,0.005400,0.811400,0.000200,-0.001400,0.001600,-0.005500,5.823900,0.416000,4.656800,5.823900,0.416000,6.715000,0.561100,0.575800,0.698800,5,8.501000,5,0.472700,0.311400,1.287400,2.176200,84,55,57,71,12
042_566,1679747.417565,0.009500,0.494300,0.024900,7,0.500000,6.650900,0.475100,7,0.019200,0.013500,0.003500,0.004200,0.001200,0.004200,0.006500,0.367900,-0.000100,-0.001800,0.001600,-0.006500,4.757600,0.339800,3.753100,4.757600,0.339800,4.360200,0.581400,0.596000,0.000000,5,6.879900,5,0.480800,0.309700,1.309200,2.209300,90,45,50,72,8
043_567,1486971.182691,0.007300,0.494300,0.024600,7,0.500000,6.656000,0.475400,7,0.018900,0.013100,-0.002500,-0.002100,-0.000500,-0.002300,-0.002500,-0.293700,-0.008100,-0.008600,0.000500,-0.006900,6.053100,0.432400,4.737100,6.053100,0.432400,4.297400,0.556900,0.569300,0.000000,5,7.396700,5,0.488600,0.320000,1.286500,2.074000,91,58,50,75,12
044_568,1468739.181902,0.006600,0.494300,0.033900,7,0.500000,6.525400,0.466100,7,0.028200,0.022500,0.008700,0.008600,0.001900,0.008300,0.002400,1.084200,0.003400,0.003300,0.000100,-0.003400,5.603000,0.400200,4.414000,5.603000,0.400200,5.928000,0.563200,0.574900,0.000000,5,7.601900,5,0.484900,0.307500,1.282100,1.993400,86,53,50,73,12
045_569,1633954.713306,0.005600,0.494300,0.051700,7,0.500000,6.276600,0.448300,7,0.046000,0.040200,0.032900,0.033000,0.009500,0.032600,0.009400,3.579700,0.012700,0.011300,0.001300,0.001400,3.989900,0.285000,3.280200,3.989900,0.285000,9.036600,0.573500,0.587600,0.000000,5,7.828300,5,0.522200,0.362800,1.274400,2.060700,77,38,50,83,14
046_570,1522706.595997,0.008000,0.494300,0.008500,7,0.500000,6.880600,0.491500,8,0.002800,-0.002900,-0.022300,-0.021000,-0.004100,-0.020800,-0.004200,-1.867000,-0.009900,-0.010300,0.000300,-0.010300,6.942000,0.495900,5.389300,6.942000,0.495900,1.491600,0.546300,0.575800,0.000000,5,6.843600,5,0.469100,0.312200,1.288900,2.153700,99,66,50,70,11
047_571,1482942.475273,0.004500,0.494300,0.050100,7,0.500000,6.298500,0.449900,6,0.044400,0.038700,0.028700,0.027400,0.006500,0.026800,0.006900,3.073700,0.008900,0.008400,0.000500,0.000900,4.871300,0.347900,3.749200,4.871300,0.347900,8.762600,0.577300,0.569000,0.000000,5,8.301300,5,0.510100,0.339200,1.295900,2.098200,78,46,50,80,10
048_572,1604905.960154,0.012600,0.494300,0.072100,7,0.500000,5.990400,0.427900,7,0.066400,0.060700,0.053200,0.052800,0.014400,0.052400,0.015800,6.983400,0.017600,0.016800,0.000800,0.010000,4.149900,0.296400,3.302100,4.149900,0.296400,12.611100,0.577600,0.590600,0.000000,5,7.632600,5,0.519900,0.356600,1.317900,2.134000,67,40,50,82,7
049_573,1488635.844400,0.008400,0.494300,0.053300,7,0.500000,6.253800,0.446700,7,0.047600,0.041900,0.028400,0.028000,0.006100,0.027600,0.007700,3.373000,-0.006500,-0.006900,0.000300,0.001700,5.717600,0.408400,4.356700,5.717600,0.408400,9.320700,0.563800,0.575900,0.000000,5,7.491500,5,0.489500,0.351100,1.270000,2.026100,76,54,50,80,14
050_574,1633903.678952,0.008100,0.494300,0.043300,7,0.500000,6.394200,0.456700,7,0.037600,0.031800,0.023600,0.024100,0.007000,0.023900,0.008900,2.521500,0.002200,0.000700,0.001500,-0.001200,4.237900,0.302700,3.442400,4.237900,0.302700,7.567600,0.575000,0.589400,0.000000,5,7.726300,5,0.531600,0.342600,1.300500,2.152500,81,40,50,80,10
051_575,1554801.782745,0.008700,0.494300,0.095800,7,0.500000,5.658500,0.404200,5,0.090100,0.084400,0.073900,0.072100,0.015500,0.071300,0.018700,8.935000,0.026900,0.025300,0.001600,0.013300,4.930600,0.352200,3.838400,4.930600,0.352200,16.757300,0.600200,0.567000,0.000000,5,9.273100,5,0.513100,0.345600,1.304200,2.076700,55,47,50,80,9
052_576,1496177.355557,0.010200,0.494300,0.034700,7,0.500000,6.514500,0.465300,6,0.029000,0.023200,0.008700,0.008700,0.001900,0.008400,0.003000,0.819100,-0.002800,-0.003300,0.000600,-0.004400,5.841800,0.417300,4.538100,5.841800,0.417300,6.065000,0.568300,0.562200,0.000000,5,8.242700,5,0.481100,0.337100,1.292400,2.077900,86,56,50,76,10
053_577,1502310.441583,0.007700,0.494300,0.027200,7,0.500000,6.618800,0.472800,7,0.021500,0.015800,-0.000600,-0.000100,-0.000000,-0.000200,-0.002000,0.024800,-0.010400,-0.010900,0.000400,-0.006100,6.256900,0.446900,4.867300,6.256900,0.446900,4.761200,0.557900,0.570300,0.000000,5,8.223400,5,0.486500,0.356200,1.270700,2.038300,89,60,50,80,14
054_578,1528990.906753,0.008600,0.494300,0.033400,7,0.500000,6.532800,0.466600,7,0.027700,0.021900,0.005000,0.005500,0.001100,0.005500,0.002800,0.589100,-0.004300,-0.004900,0.000600,-0.005000,6.429200,0.459200,4.965900,6.429200,0.459200,5.836400,0.557700,0.570300,0.000000,5,8.311300,5,0.477200,0.310600,1.318100,2.143300,86,61,50,72,7
055_579,1517466.528568,0.009800,0.494300,0.077400,7,0.500000,5.916300,0.422600,5,0.071700,0.066000,0.051100,0.049600,0.009600,0.048900,0.012100,5.675900,0.013500,0.012700,0.000700,0.006400,6.054000,0.432400,4.598100,6.054000,0.432400,13.536400,0.587200,0.558500,0.000000,5,7.484400,5,0.481400,0.327400,1.282100,2.043500,64,58,50,75,12
056_580,1494100.597676,0.008400,0.494300,0.024200,7,0.500000,6.661400,0.475800,7,0.018500,0.012700,0.000200,0.000400,0.000100,0.000100,0.002800,-0.125100,-0.005900,-0.006300,0.000500,-0.006500,5.266700,0.376200,4.200300,5.266700,0.376200,4.228900,0.561900,0.574300,0.000000,5,8.187900,5,0.512800,0.330700,1.282900,2.080800,91,50,50,79,12
057_581,1698870.116010,0.013200,0.494300,0.022400,7,0.500000,6.686300,0.477600,7,0.016700,0.011000,0.000600,0.001300,0.000400,0.001300,0.004300,0.173900,-0.005400,-0.006400,0.001000,-0.006300,4.888100,0.349200,3.806500,4.888100,0.349200,3.918500,0.577800,0.591200,0.000000,5,8.623700,5,0.482800,0.302900,1.321700,2.180900,92,47,50,72,6
058_582,1565808.926656,0.010900,0.494300,0.078200,7,0.500000,5.905000,0.421800,5,0.072500,0.066800,0.058700,0.057900,0.015000,0.057400,0.017100,7.671000,0.015300,0.013900,0.001400,0.011000,4.399300,0.314200,3.406900,4.399300,0.314200,13.677700,0.609200,0.571800,0.000000,5,8.549500,5,0.505500,0.331800,1.296900,2.134600,64,42,50,79,10
059_583,1650411.577490,0.009300,0.494300,0.032000,7,0.500000,6.552600,0.468000,7,0.026200,0.020500,0.011900,0.012200,0.003500,0.012000,0.003600,1.120000,-0.006200,-0.007300,0.001100,-0.004200,4.476400,0.319700,3.511600,4.476400,0.319700,5.588100,0.572000,0.585700,0.000000,5,7.556800,5,0.496100,0.353400,1.260800,2.014300,87,43,50,80,16
060_584,1660811.102785,0.007800,0.494300,0.034700,7,0.500000,6.514100,0.465300,7,0.029000,0.023300,0.014900,0.015200,0.004300,0.014900,0.004500,1.490600,-0.000300,-0.001400,0.001100,-0.003200,4.285600,0.306100,3.455400,4.285600,0.306100,6.069500,0.573500,0.587100,0.708200,5,6.850500,5,0.493300,0.357000,1.259100,2.056600,86,41,57,80,16
061_587,1656350.161808,0.006600,0.494300,0.013000,7,0.500000,6.818300,0.487000,7,0.007300,0.001500,-0.006500,-0.005600,-0.001700,-0.005700,-0.001800,-1.241500,-0.012300,-0.013300,0.001000,-0.009700,4.145700,0.296100,3.404900,4.145700,0.296100,2.269600,0.572100,0.585600,0.827800,5,6.813800,5,0.460500,0.326200,1.255200,2.030800,96,39,58,70,16
062_588,1537950.659646,0.011400,0.494300,0.044500,7,0.500000,6.376600,0.455500,7,0.038800,0.033100,0.019700,0.019500,0.004400,0.019200,0.005200,2.279200,-0.007100,-0.007700,0.000600,-0.001100,5.746100,0.410400,4.345800,5.746100,0.410400,7.786300,0.563200,0.575900,0.000000,5,6.887900,5,0.493200,0.365300,1.265100,2.068400,81,55,50,82,14
063_589,1569552.258287,0.007600,0.494300,0.054400,7,0.500000,6.238900,0.445600,7,0.048600,0.042900,0.026400,0.026000,0.005100,0.025600,0.006500,2.741300,-0.004200,-0.005100,0.000900,-0.000400,6.415000,0.458200,4.884900,6.415000,0.458200,9.507400,0.558700,0.572000,0.000000,5,8.326000,5,0.477100,0.316300,1.293900,2.118500,76,61,50,72,10
064_590,1495716.018133,0.011100,0.494300,0.038300,7,0.500000,6.464000,0.461700,7,0.032600,0.026900,0.016000,0.015900,0.004000,0.015600,0.005400,1.967600,-0.005700,-0.005700,0.000000,-0.001100,4.999400,0.357100,3.894600,4.999400,0.357100,6.695500,0.566600,0.578100,0.000000,5,7.448100,5,0.498200,0.359200,1.270300,2.007600,84,48,50,82,14
065_591,1558522.301813,0.011900,0.494300,0.017900,7,0.500000,6.749500,0.482100,7,0.012200,0.006500,-0.001900,-0.001200,-0.000400,-0.001300,-0.001700,-0.366200,-0.004200,-0.004800,0.000600,-0.007200,4.266400,0.304700,3.455500,4.266400,0.304700,3.129200,0.575400,0.587900,0.000000,5,7.793300,5,0.482900,0.315900,1.305900,2.154400,94,41,50,74,8
066_592,1523292.292733,0.005900,0.494300,0.010000,7,0.500000,6.859300,0.490000,8,0.004300,-0.001400,-0.015900,-0.014600,-0.003400,-0.014600,-0.002900,-1.675700,-0.013100,-0.013600,0.000600,-0.010100,5.711300,0.408000,4.539700,5.711300,0.408000,1.757400,0.552500,0.584700,0.000000,5,7.552300,5,0.492300,0.304100,1.303400,2.138900,98,54,50,74,9
067_593,1507410.546844,0.013200,0.494300,0.024400,7,0.500000,6.658500,0.475600,8,0.018700,0.013000,-0.004800,-0.004200,-0.000800,-0.004200,-0.001200,-0.169400,-0.010300,-0.010400,0.000100,-0.006200,6.665700,0.476100,5.097200,6.665700,0.476100,4.266200,0.549100,0.579100,0.000000,5,8.309000,5,0.494200,0.316700,1.288700,2.086600,91,63,50,76,11
068_594,1566331.802534,0.009700,0.494300,0.045500,7,0.500000,6.363500,0.454500,7,0.039700,0.034000,0.022600,0.022400,0.005400,0.022100,0.006000,2.621000,-0.004300,-0.005000,0.000700,-0.000300,5.204400,0.371700,3.992400,5.204400,0.371700,7.950100,0.567000,0.579800,0.000000,5,7.595500,5,0.500200,0.358300,1.265200,2.053500,80,50,50,82,14
