map,energy,population_deviation,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,reock,polsby_popper,county_splitting,district_splitting,proportionality,competitiveness,minority,compactness,splitting
086_633,1642783.711452,0.013000,0.494300,0.030500,7,0.500000,6.572700,0.469500,7,0.024800,0.019100,0.007900,0.008400,0.002200,0.008400,0.007000,0.684100,-0.000600,-0.002300,0.001700,-0.005800,5.030300,0.359300,3.959000,5.030300,0.359300,5.337900,0.572000,0.586800,0.000000,5,7.626900,5,0.486700,0.330000,1.296300,2.086900,88,48,50,76,10
088_635,1701867.063966,0.079900,0.494300,0.006000,7,0.500000,6.916400,0.494000,8,0.000300,-0.005500,-0.015700,-0.014700,-0.004100,-0.014800,-0.006200,-1.895500,-0.016500,-0.016800,0.000300,-0.010500,4.620300,0.330000,3.791900,4.620300,0.330000,1.044500,0.559100,0.592900,0.747500,5,7.509800,5,0.454500,0.284300,1.319200,2.169600,100,44,58,64,6
089_637,1691999.132226,0.006800,0.494300,0.047900,7,0.500000,6.329700,0.452100,7,0.042200,0.036400,0.025000,0.024100,0.005500,0.023600,0.004900,2.420500,0.008100,0.007000,0.001100,-0.001200,5.175000,0.369600,3.997600,5.175000,0.369600,8.372300,0.563900,0.577600,0.706500,5,8.330300,5,0.457300,0.325700,1.313500,2.099900,79,49,57,70,8
090_638,1648511.712694,0.007900,0.494300,-0.000700,7,0.500000,7.010000,0.500700,7,-0.006400,-0.012200,-0.018800,-0.018400,-0.005900,-0.018500,-0.006000,-2.718400,-0.002800,-0.003500,0.000600,-0.012900,3.924300,0.280300,3.159800,3.924300,0.280300,-0.125200,0.581100,0.593800,0.000000,5,8.435400,5,0.488100,0.295200,1.295900,2.140900,100,37,50,72,10
091_639,1854972.726052,0.012400,0.494300,0.007600,7,0.500000,6.893200,0.492400,7,0.001900,-0.003800,-0.013000,-0.011400,-0.003500,-0.011400,-0.003100,-1.867000,-0.013800,-0.014600,0.000900,-0.011000,4.242600,0.303000,3.601700,4.242600,0.303000,1.334300,0.571000,0.584200,0.793100,5,6.883900,5,0.417100,0.292600,1.279800,2.122200,99,40,58,58,12
092_640,1769201.478898,0.009900,0.494300,0.030400,7,0.500000,6.574900,0.469600,7,0.024600,0.018900,0.009400,0.008900,0.002300,0.008500,0.002900,1.314100,-0.001500,-0.002000,0.000500,-0.003100,4.756900,0.339800,3.672200,4.756900,0.339800,5.309700,0.575400,0.587700,0.000000,5,7.408200,5,0.477400,0.348600,1.293200,2.077400,88,45,50,76,10
093_641,1470060.694769,0.009500,0.494300,0.046700,7,0.500000,6.346800,0.453300,7,0.040900,0.035200,0.022400,0.021600,0.004700,0.021000,0.005000,2.155600,0.008400,0.007800,0.000600,-0.001400,5.419700,0.387100,4.246800,5.419700,0.387100,8.159400,0.561100,0.573900,0.000000,5,7.308900,5,0.490800,0.288600,1.312900,2.185900,80,52,50,72,8
094_642,1498250.420161,0.011500,0.494300,0.044300,7,0.500000,6.380300,0.455700,7,0.038500,0.032800,0.012900,0.012900,0.002300,0.012700,0.003900,1.510200,-0.000900,-0.001200,0.000300,-0.002600,7.225600,0.516100,5.478000,7.225600,0.516100,7.740500,0.554900,0.566900,0.000000,5,8.356300,5,0.444800,0.291300,1.277600,2.086200,81,69,50,63,13
095_646,1748246.226378,0.016100,0.494300,0.045100,7,0.500000,6.369300,0.454900,6,0.039300,0.033600,0.022500,0.022500,0.005600,0.022300,0.009300,2.693600,0.002700,0.001500,0.001200,-0.000600,5.135000,0.366800,3.940900,5.135000,0.366800,7.878700,0.584000,0.575100,0.702800,5,8.425400,5,0.478800,0.309300,1.321300,2.250100,80,49,57,72,6
096_648,1576341.576670,0.017700,0.494300,0.090900,7,0.500000,5.727600,0.409100,5,0.085200,0.079400,0.069800,0.067300,0.014200,0.066300,0.015300,8.285100,0.025600,0.025000,0.000600,0.012700,4.816900,0.344100,3.683900,4.816900,0.344100,15.893400,0.594500,0.562300,0.000000,5,6.857900,5,0.506000,0.300800,1.332900,2.119700,57,46,50,75,4
097_650,1583745.647198,0.023900,0.494300,0.018300,7,0.500000,6.744400,0.481700,7,0.012500,0.006800,-0.003300,-0.003100,-0.000800,-0.003200,-0.002700,-0.185700,-0.006800,-0.007100,0.000300,-0.006500,4.872900,0.348100,3.778400,4.872900,0.348100,3.193300,0.575800,0.587900,0.000000,5,7.350600,5,0.507100,0.316800,1.305700,2.113400,94,46,50,77,8
098_652,1684825.249060,0.011500,0.494300,0.055800,7,0.500000,6.218500,0.444200,6,0.050100,0.044400,0.030100,0.028700,0.005800,0.028000,0.005900,2.856100,0.012500,0.011400,0.001100,-0.000300,5.908500,0.422000,4.499300,5.908500,0.422000,9.761400,0.569600,0.564200,0.000000,5,9.276600,5,0.438100,0.286000,1.317500,2.145100,75,56,50,60,7
099_653,1624838.987215,0.012000,0.494300,0.073900,7,0.500000,5.965200,0.426100,7,0.068200,0.062500,0.051200,0.050600,0.011700,0.050100,0.014600,6.270200,0.006700,0.005900,0.000700,0.008100,5.156100,0.368300,3.965600,5.156100,0.368300,12.925700,0.569300,0.582200,0.000000,5,7.461300,5,0.486200,0.275500,1.315300,2.179100,66,49,50,69,8
