map,energy,population_deviation,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,reock,polsby_popper,county_splitting,district_splitting,proportionality,competitiveness,minority,compactness,splitting
035_556,1589848.629615,0.007100,0.494300,0.066400,7,0.500000,6.070200,0.433600,7,0.060700,0.055000,0.040000,0.039800,0.008300,0.039500,0.012200,4.368600,0.001100,-0.000400,0.001500,0.002800,5.965800,0.426100,4.625200,5.965800,0.426100,11.614000,0.563700,0.578000,0.000000,5,7.396400,5,0.484500,0.308200,1.295500,2.123000,70,57,50,73,10
036_557,1476299.472404,0.009600,0.494300,0.021700,7,0.500000,6.696000,0.478300,8,0.016000,0.010300,-0.003800,-0.002700,-0.000600,-0.002800,-0.001400,-0.351400,-0.015600,-0.015900,0.000400,-0.006900,5.539200,0.395700,4.459100,5.539200,0.395700,3.797600,0.554200,0.586500,0.000000,5,7.397400,5,0.487600,0.339200,1.276300,2.066100,92,53,50,78,13
037_560,1552667.380961,0.009400,0.494300,0.075300,7,0.500000,5.945700,0.424700,6,0.069600,0.063900,0.050600,0.050100,0.010800,0.049700,0.014600,5.648800,0.023300,0.021700,0.001600,0.005700,5.471900,0.390800,4.314000,5.471900,0.390800,13.169200,0.579000,0.572100,0.000000,5,8.993200,5,0.524500,0.359500,1.294700,2.071800,65,52,50,82,10
038_561,1467562.250661,0.010300,0.494300,0.057000,7,0.500000,6.202600,0.443000,7,0.051200,0.045500,0.030500,0.029700,0.006000,0.029200,0.007400,3.357800,0.000700,0.000200,0.000500,0.001500,6.128800,0.437800,4.633700,6.128800,0.437800,9.960300,0.561000,0.573400,0.000000,5,8.209600,5,0.482100,0.309800,1.301400,2.047200,74,58,50,72,10
039_562,1559193.081198,0.008500,0.494300,0.031600,7,0.500000,6.558300,0.468400,7,0.025800,0.020100,0.003800,0.004300,0.000900,0.004200,0.002000,0.454100,-0.004500,-0.005100,0.000600,-0.005300,6.286500,0.449000,4.853900,6.286500,0.449000,5.517700,0.557800,0.570400,0.000000,5,8.269800,5,0.495000,0.355100,1.263400,2.003700,87,60,50,81,15
040_563,1471234.116730,0.009800,0.494300,0.042400,7,0.500000,6.406600,0.457600,6,0.036700,0.030900,0.019000,0.017600,0.003900,0.016900,0.005800,1.783600,0.019200,0.018700,0.000500,-0.002100,5.281200,0.377200,4.090800,5.281200,0.377200,7.411800,0.572400,0.565200,0.000000,5,8.149300,5,0.472000,0.310300,1.288300,2.163500,82,50,50,71,12
041_564,1550055.895766,0.007000,0.494300,0.037200,7,0.500000,6.478900,0.462800,7,0.031500,0.025800,0.016300,0.016400,0.004400,0.016200,0.005400,2.020600,-0.007100,-0.007200,0.000100,-0.001100,4.681500,0.334400,3.652600,4.681500,0.334400,6.508700,0.569600,0.581300,0.000000,5,7.482700,5,0.514900,0.368900,1.274700,1.993200,84,45,50,84,14
042_565,1481124.978896,0.007400,0.494300,0.029600,7,0.500000,6.585600,0.470400,7,0.023900,0.018200,0.002100,0.002000,0.000400,0.001700,0.003500,0.272400,-0.000100,-0.000400,0.000300,-0.005400,6.270200,0.447900,4.815700,6.270200,0.447900,5.176700,0.557000,0.569100,0.000000,5,8.142900,5,0.465200,0.320600,1.284600,2.118700,88,60,50,70,12
043_566,1490403.999057,0.009400,0.494300,0.033800,7,0.500000,6.526500,0.466200,7,0.028100,0.022400,0.012800,0.012500,0.003300,0.012100,0.004500,1.384100,0.000100,-0.000100,0.000200,-0.002700,4.638300,0.331300,3.671300,4.638300,0.331300,5.914200,0.567600,0.579400,0.000000,5,7.538700,5,0.490700,0.343500,1.275800,2.097800,86,44,50,78,13
044_567,1485887.410539,0.010400,0.494300,0.065200,7,0.500000,6.087900,0.434800,6,0.059400,0.053700,0.040400,0.039500,0.008400,0.039000,0.010700,4.976700,0.000300,0.000100,0.000200,0.005600,5.771100,0.412200,4.331400,5.771100,0.412200,11.393300,0.576000,0.567300,0.000000,5,7.552600,5,0.501600,0.357200,1.276400,2.046100,70,55,50,82,13
045_568,1479237.284793,0.008400,0.494300,0.029500,7,0.500000,6.587700,0.470500,7,0.023700,0.018000,0.002200,0.001900,0.000400,0.001500,0.004300,0.231300,-0.002700,-0.003000,0.000300,-0.005500,6.195300,0.442500,4.766900,6.195300,0.442500,5.150700,0.557100,0.569100,0.000000,5,8.180600,5,0.462700,0.304400,1.276700,2.139400,88,59,50,68,13
046_569,1474468.858244,0.009100,0.494300,0.039900,7,0.500000,6.441100,0.460100,7,0.034200,0.028500,0.019300,0.018700,0.004800,0.018100,0.004900,2.015400,0.005300,0.004800,0.000500,-0.001500,4.586000,0.327600,3.603100,4.586000,0.327600,6.981600,0.568000,0.580400,0.000000,5,7.606000,5,0.470600,0.319100,1.278500,2.064600,83,44,50,72,12
047_570,1459105.362159,0.007100,0.494300,0.055400,7,0.500000,6.224600,0.444600,7,0.049700,0.043900,0.027200,0.026300,0.005000,0.025900,0.006400,2.902500,0.005200,0.004700,0.000500,0.000400,6.563100,0.468800,4.936400,6.563100,0.468800,9.685000,0.558200,0.570600,0.000000,5,8.326400,5,0.453600,0.323100,1.289500,2.052100,75,63,50,68,11
048_571,1510243.698038,0.006800,0.494300,0.060200,7,0.500000,6.157100,0.439800,7,0.054500,0.048800,0.037100,0.036700,0.008500,0.036200,0.010000,4.346400,0.008900,0.008100,0.000800,0.003600,5.204700,0.371800,4.035800,5.204700,0.371800,10.529200,0.568400,0.581400,0.000000,5,7.737700,5,0.460500,0.309700,1.278700,2.074500,73,50,50,68,12
049_572,1456060.205360,0.007800,0.494300,0.032400,7,0.500000,6.546400,0.467600,7,0.026700,0.021000,0.011900,0.011400,0.003000,0.010900,0.004800,1.177200,0.003500,0.003200,0.000300,-0.003300,4.535500,0.324000,3.592900,4.535500,0.324000,5.666300,0.567900,0.580000,0.000000,5,8.359400,5,0.481100,0.345200,1.269900,2.059800,87,43,50,76,14
050_573,1448839.538323,0.005500,0.494300,0.060000,7,0.500000,6.160400,0.440000,6,0.054300,0.048500,0.035000,0.034300,0.007300,0.033800,0.009300,4.272200,0.000300,0.000300,0.000100,0.004000,5.788500,0.413500,4.363300,5.788500,0.413500,10.487200,0.575400,0.566700,0.000000,5,7.530800,5,0.479500,0.347800,1.263700,2.019200,73,55,50,77,15
051_574,1459199.454716,0.006900,0.494300,0.012000,7,0.500000,6.831800,0.488000,8,0.006300,0.000600,-0.013700,-0.012500,-0.002900,-0.012500,-0.002200,-1.370200,-0.012400,-0.012700,0.000300,-0.009200,5.571600,0.398000,4.501600,5.571600,0.398000,2.101000,0.553700,0.585700,0.000000,5,7.419100,5,0.472800,0.314500,1.278900,2.059500,97,53,50,72,12
052_576,1672865.107231,0.005700,0.494300,0.057200,7,0.500000,6.199800,0.442800,7,0.051400,0.045700,0.038700,0.039000,0.011700,0.038800,0.013900,5.078200,0.013800,0.013000,0.000900,0.005600,3.971300,0.283700,3.220700,3.971300,0.283700,9.995700,0.580500,0.593700,0.763400,5,6.761400,5,0.525200,0.347300,1.308300,2.134300,74,38,58,81,8
053_577,1503823.381176,0.005800,0.494300,0.064900,7,0.500000,6.091200,0.435100,6,0.059200,0.053500,0.040900,0.040500,0.009000,0.040000,0.011500,4.667100,0.012900,0.012000,0.000900,0.004100,5.310200,0.379300,4.203100,5.310200,0.379300,11.352400,0.578000,0.570100,0.000000,5,7.526300,5,0.504600,0.347100,1.269600,2.006300,70,51,50,81,14
054_578,1662412.428635,0.007500,0.494300,0.032200,7,0.500000,6.548900,0.467800,7,0.026500,0.020800,0.011900,0.011400,0.003000,0.011000,0.003800,0.798900,0.007800,0.006400,0.001400,-0.005200,4.492400,0.320900,3.550400,4.492400,0.320900,5.635200,0.568300,0.582500,0.813000,5,7.538200,5,0.458200,0.329200,1.279900,2.044700,87,43,58,70,12
055_580,1571577.478897,0.008300,0.494300,0.073700,7,0.500000,5.968700,0.426300,6,0.067900,0.062200,0.048000,0.047400,0.009800,0.046900,0.014000,5.561900,0.014600,0.013400,0.001200,0.005800,5.801900,0.414400,4.495700,5.801900,0.414400,12.881600,0.577800,0.570500,0.000000,5,8.215200,5,0.524600,0.353200,1.296300,2.033500,66,55,50,82,10
056_581,1638936.416985,0.008200,0.494300,0.021700,7,0.500000,6.696700,0.478300,7,0.015900,0.010200,0.000600,0.001000,0.000300,0.000900,0.002800,0.212600,-0.005600,-0.006300,0.000700,-0.005900,4.721100,0.337200,3.687300,4.721100,0.337200,3.788800,0.578300,0.591100,0.000000,5,8.431800,5,0.495600,0.310100,1.300600,2.108600,92,45,50,76,10
057_582,1584057.958958,0.010000,0.494300,0.081800,7,0.500000,5.854200,0.418200,6,0.076100,0.070400,0.060100,0.059500,0.013900,0.058800,0.017100,7.243900,0.025100,0.023900,0.001100,0.009900,4.730300,0.337900,3.793500,4.730300,0.337900,14.311700,0.582700,0.574100,0.000000,5,7.661800,5,0.514800,0.321000,1.290600,2.059300,62,45,50,78,11
058_583,1461255.645527,0.008400,0.494300,0.037600,7,0.500000,6.473300,0.462400,7,0.031900,0.026200,0.009200,0.009100,0.001800,0.008800,0.002500,0.917400,-0.003600,-0.004100,0.000600,-0.004200,6.499400,0.464200,4.969300,6.499400,0.464200,6.578400,0.556200,0.568800,0.000000,5,7.531000,5,0.473600,0.324800,1.291800,2.105600,84,62,50,72,11
059_584,1661994.947575,0.008300,0.494300,0.027900,7,0.500000,6.609100,0.472100,7,0.022200,0.016500,0.006500,0.006400,0.001700,0.006100,0.002400,0.297900,0.002200,0.001000,0.001300,-0.006300,4.759500,0.340000,3.738900,4.759500,0.340000,4.882800,0.568200,0.582200,0.704700,5,8.258000,5,0.466100,0.347600,1.259300,1.943100,89,45,57,74,16
060_585,1607953.821297,0.008100,0.494300,0.063400,7,0.500000,6.112600,0.436600,6,0.057700,0.052000,0.040200,0.039300,0.008800,0.038700,0.010100,4.940700,0.013500,0.012600,0.000900,0.004900,5.199300,0.371400,4.050700,5.199300,0.371400,11.085000,0.582800,0.573700,0.000000,5,7.290700,5,0.506900,0.338900,1.300500,2.013700,71,50,50,80,10
061_586,1507271.966297,0.009400,0.494300,0.055900,7,0.500000,6.216800,0.444100,7,0.050200,0.044500,0.029000,0.028400,0.005700,0.028000,0.007400,3.292300,-0.002700,-0.003100,0.000400,0.001400,6.228600,0.444900,4.707800,6.228600,0.444900,9.783600,0.560500,0.572800,0.000000,5,8.340900,5,0.507500,0.322700,1.287900,2.040100,75,59,50,78,12
